,Am1,C2,C3,CT1,Dm1,Dm2,Dm3p,Dm3q,Dm3v,Dm4,Dm6,Dm8a,Dm8b,Dm9,Dm10,Dm11,Dm12,Dm13,Dm14,Dm15,Dm16,Dm17,Dm18,Dm19,Dm20,DmDRA1,DmDRA2,L1,L2,L3,L4,L5,LLPt,LMa1,LMa2,LMa3,LMa4,LMa5,LMt1,LMt2,LMt3,LMt4,LPi01,LPi02,LPi03,LPi04,LPi05,LPi06,LPi07,LPi08,LPi09,LPi10,LPi11,LPi12,LPi13,LPi14,LPi15,Lai,Lat,Lawf1,Lawf2,Li01,Li02,Li03,Li04,Li05,Li06,Li07,Li08,Li09,Li10,Li11,Li12,Li13,Li14,Li15,Li16,Li17,Li18,Li19,Li20,Li21,Li22,Li23,Li24,Li25,Li26,Li27,Li28,Li29,Li30,Li31,Li32,Li33,MLt1,MLt2,MLt3,MLt4,MLt5,MLt6,MLt7,MLt8,Mi1,Mi2,Mi4,Mi9,Mi10,Mi13,Mi14,Mi15,PDt,Pm01,Pm02,Pm03,Pm04,Pm05,Pm06,Pm07,Pm08,Pm09,Pm10,Pm11,Pm12,Pm13,Pm14,Sm01,Sm02,Sm03,Sm04,Sm05,Sm06,Sm07,Sm08,Sm09,Sm10,Sm11,Sm12,Sm13,Sm14,Sm15,Sm16,Sm17,Sm18,Sm19,Sm20,Sm21,Sm22,Sm23,Sm24,Sm25,Sm26,Sm27,Sm28,Sm29,Sm30,Sm31,Sm32,Sm33,Sm34,Sm35,Sm36,Sm37,Sm38,Sm39,Sm40,Sm41,Sm42,Sm43,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tlp1,Tlp4,Tlp5,Tlp14,Tm1,Tm2,Tm3,Tm4,Tm5a,Tm5b,Tm5c,Tm5d,Tm5e,Tm5f,Tm7,Tm8a,Tm8b,Tm9,Tm16,Tm20,Tm21,Tm25,Tm27,Tm31,Tm32,Tm33,Tm34,Tm35,Tm36,Tm37,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp,TmY10,TmY11,TmY14,TmY15,TmY16,TmY20,TmY31,Y1,Y3,Y4,Y11,Y12
Am1,0,0.9807868,0.9530542,0.91206443,0.9543457,0.99085444,0.9778082,0.98129165,0.9705673,0.9925237,0.96570325,0.9859109,0.98882574,0.981525,0.96789265,0.9916233,0.97474986,0.8999448,0.95043296,0.96308374,0.93024004,0.95136446,0.9117365,0.96758866,0.975567,0.994114,0.99393874,0.983653,0.9688656,0.9899884,0.94769466,0.9487693,0.9047234,0.9542384,0.90419436,0.9209761,0.8449815,0.94399995,0.9185095,0.9277894,0.9356011,0.9494259,0.89796937,0.8975932,0.94057834,0.94503903,0.726473,0.8893391,0.9130477,0.92580205,0.9602013,0.61352366,0.95874447,0.71740186,0.8300874,0.9265274,0.70279026,0.999349,0.99348915,0.97302693,0.979852,0.9761337,0.94891346,0.9872369,0.99525976,0.96692735,0.972477,0.9907103,0.98715323,0.9764223,0.9534749,0.9537367,0.978084,0.9860385,0.9359565,0.9477279,0.90940833,0.92703575,0.9752931,0.97179985,0.95315176,0.91586155,0.9180151,0.99233216,0.95911276,0.9734862,0.8891696,0.9528151,0.9657413,0.9277331,0.9524678,0.97022325,0.93959033,0.9794453,0.9412729,0.975808,0.95613915,0.95314944,0.98610455,0.9898707,0.9937637,0.9917977,0.91384107,0.92618525,0.9345685,0.91440004,0.96462667,0.9168299,0.9421197,0.9819045,0.9217647,0.93967223,0.9524757,0.895181,0.8590354,0.90489566,0.95911133,0.89706147,0.93620855,0.89194155,0.8828357,0.8995601,0.86201125,0.9722894,0.9505781,0.9842612,0.98792785,0.9902629,0.9775412,0.9535808,0.9868722,0.98394114,0.9764838,0.9717571,0.98470587,0.9559477,0.98241556,0.9394762,0.9929406,0.9930326,0.9952934,0.9953082,0.9940837,0.98864716,0.9954897,0.98667204,0.9832605,0.9941342,0.98704535,0.98198575,0.9945432,0.96572405,0.99760723,0.9920056,0.9884901,0.949223,0.9531232,0.9890777,0.99058235,0.99060506,0.9504524,0.99698865,0.99542564,0.9960692,0.9782706,0.9859527,0.97853285,0.9951274,0.99444985,0.93384904,0.95883095,0.9339229,0.9260415,0.871029,0.9298497,0.9290043,0.9241126,0.87737817,0.9420413,0.9407198,0.83842236,0.83776784,0.90759593,0.8381419,0.9463383,0.9294215,0.88570046,0.90316665,0.9842298,0.98084784,0.9579303,0.98456854,0.951465,0.9757181,0.9729019,0.96876526,0.9784924,0.96585107,0.9410785,0.9776263,0.9413637,0.9643048,0.9078081,0.9832871,0.98357916,0.9617608,0.9797606,0.97368765,0.9438061,0.94765306,0.8942518,0.92954016,0.9312982,0.95954484,0.95489216,0.971456,0.9377444,0.92508036,0.82494944,0.9310852,0.8981033,0.9464727,0.86585367,0.915683,0.87559724,0.8682611,0.8605284
C2,0.9807868,0,0.64483845,0.96536803,0.7510703,0.9229945,0.9731161,0.9731067,0.96969974,0.97105193,0.8772589,0.9782201,0.9707692,0.94215745,0.8480469,0.96333045,0.9611492,0.89393353,0.93686175,0.89168143,0.9421488,0.8351866,0.8544332,0.9426504,0.95754373,0.9879623,0.97617483,0.78973,0.933319,0.94174725,0.930776,0.80795187,0.982504,0.9736561,0.96861285,0.9568696,0.94067913,0.9272456,0.97643155,0.9782333,0.97052854,0.97330153,0.98902464,0.98832977,0.9899493,0.99354917,0.9919663,0.9889157,0.9901895,0.99329174,0.99445415,0.9919685,0.99477303,0.994711,0.9944268,0.9929477,0.9941537,0.9046197,0.9763483,0.8904932,0.8728456,0.98154515,0.98498535,0.99208224,0.9949717,0.985759,0.9822725,0.9933274,0.9938258,0.99310863,0.9834766,0.9922541,0.99490285,0.99271446,0.97108865,0.9857926,0.97985744,0.98457485,0.993911,0.98969424,0.9830306,0.9815078,0.9854265,0.99496305,0.9835285,0.99057996,0.9845124,0.99405915,0.99132633,0.9874672,0.9931736,0.98291516,0.9926821,0.9887552,0.8960985,0.97327703,0.9569454,0.9671831,0.977587,0.9915483,0.98942804,0.98882747,0.8255294,0.87031484,0.8966613,0.94235,0.9549016,0.87378275,0.9242687,0.920099,0.9098408,0.9155462,0.9606454,0.90900457,0.9498004,0.9125555,0.9635813,0.9678652,0.9039741,0.9374182,0.9732703,0.9798721,0.97643346,0.9764342,0.9778428,0.9757824,0.97174096,0.9804391,0.97424424,0.8607239,0.98890454,0.9768405,0.9797503,0.98091257,0.98026276,0.97695124,0.98061186,0.98577243,0.9885818,0.9916868,0.99221504,0.9900235,0.98898655,0.98468935,0.9832018,0.98534346,0.98889583,0.99026245,0.98266083,0.99045545,0.98671734,0.98361987,0.99580693,0.99035347,0.9836362,0.9868853,0.9661847,0.98961383,0.9859407,0.98508185,0.9898733,0.99442446,0.99460655,0.9752594,0.98721117,0.9878876,0.9781729,0.9918212,0.9820641,0.9207686,0.90961194,0.92276675,0.9285814,0.9277638,0.9319996,0.9299286,0.9847734,0.98427486,0.98618287,0.98478717,0.98648334,0.98618895,0.98363185,0.99382067,0.9645829,0.95177865,0.7821778,0.9652471,0.9811695,0.9730756,0.95874697,0.9814501,0.9511401,0.97354096,0.9707109,0.9749709,0.98051226,0.9789324,0.9534494,0.9589528,0.92779386,0.90234363,0.8983372,0.9833951,0.98725986,0.9865726,0.97850734,0.97822624,0.9771724,0.983448,0.90645725,0.97462785,0.9591804,0.9661661,0.9608326,0.9697205,0.9671804,0.96149665,0.9505397,0.9534742,0.98495984,0.9810037,0.97189885,0.9373367,0.96340203,0.9809301,0.9796372
C3,0.9530542,0.64483845,0,0.94157565,0.8261323,0.9239368,0.9292132,0.9314109,0.9120632,0.96447486,0.7987205,0.98498255,0.97896117,0.9129368,0.8746546,0.96346235,0.9463003,0.899612,0.8876205,0.81337255,0.8588295,0.8035772,0.8941171,0.83589876,0.92974734,0.98748904,0.98400307,0.91202706,0.8425106,0.9448059,0.8667296,0.79857004,0.9727959,0.9511381,0.9482978,0.9265716,0.8831654,0.92763805,0.96128047,0.9702158,0.9532404,0.94301933,0.97426105,0.96894896,0.9903028,0.9911596,0.989588,0.9821881,0.9865889,0.9915031,0.9905232,0.98271817,0.99197423,0.9892601,0.98880494,0.97541744,0.98296493,0.8713033,0.98254806,0.85453176,0.8943472,0.9658523,0.9742752,0.9884985,0.99620944,0.98335,0.9748931,0.99372613,0.9956073,0.9856554,0.9710921,0.9884079,0.9861345,0.99108493,0.94075173,0.97238225,0.9548369,0.96393144,0.9879272,0.9849121,0.9229228,0.93180376,0.9576341,0.992716,0.97582567,0.98417306,0.9508027,0.9846722,0.97952574,0.97889197,0.9952412,0.9697812,0.99221146,0.9648218,0.862312,0.9616117,0.89242655,0.95596826,0.9685127,0.9920221,0.9899915,0.98757786,0.8017364,0.82696736,0.85599774,0.8887794,0.92643625,0.8174837,0.8457994,0.92056304,0.87576365,0.93749964,0.9250447,0.9060914,0.9146815,0.91477007,0.8916245,0.9270629,0.905567,0.92165846,0.9173624,0.9481311,0.94834965,0.9686201,0.9672471,0.9637308,0.97053283,0.97818595,0.9647179,0.9037673,0.98811585,0.9825829,0.9821441,0.97803175,0.979233,0.9657092,0.9769203,0.98626006,0.98668975,0.9912958,0.9894886,0.9915881,0.9896041,0.99082905,0.9829645,0.9856582,0.97857726,0.98803455,0.9795357,0.9858243,0.97879964,0.978229,0.9935968,0.9890079,0.98512745,0.978208,0.9407991,0.99045646,0.98558617,0.9847783,0.9874247,0.991906,0.9916625,0.98621076,0.9883958,0.9846427,0.97888434,0.98799604,0.96556675,0.886731,0.9119839,0.91652477,0.92082155,0.9294417,0.94086254,0.94248104,0.9543638,0.9514976,0.96080613,0.9554945,0.9789031,0.978053,0.9697873,0.9901405,0.92918587,0.90017086,0.80462205,0.92517185,0.9674443,0.9700393,0.9468805,0.97800946,0.9272206,0.95820516,0.9702421,0.9714498,0.975437,0.9426112,0.8917655,0.92272425,0.8800726,0.8792449,0.8873081,0.9812119,0.9845409,0.9767528,0.97423744,0.97751015,0.9722081,0.9757346,0.8523657,0.95944875,0.9363815,0.9380559,0.9410677,0.9487001,0.9527708,0.9445585,0.9113945,0.9126442,0.9720111,0.9733455,0.94527847,0.92476827,0.94255346,0.9543457,0.9513253
CT1,0.91206443,0.96536803,0.94157565,0,0.9791597,0.97627854,0.9531344,0.9513459,0.943092,0.9803984,0.9790326,0.9895793,0.9882602,0.97922623,0.96821606,0.9858456,0.9628855,0.9779566,0.98284477,0.98206383,0.9510998,0.974487,0.9888448,0.97990364,0.95852965,0.99036276,0.9910272,0.97438484,0.98225904,0.9579165,0.9734884,0.9630805,0.97485733,0.9822276,0.9881381,0.9697136,0.8993064,0.9416387,0.9894402,0.9917835,0.98888004,0.9848686,0.9376644,0.9351166,0.95001405,0.95253855,0.9497688,0.9502003,0.84353924,0.9489693,0.9431164,0.88102823,0.9529558,0.8919071,0.9293832,0.91796714,0.9063294,0.9943423,0.9977852,0.97448516,0.9682884,0.99707204,0.99645126,0.9978221,0.9994837,0.9959314,0.99428034,0.9984753,0.9991186,0.9982218,0.99651015,0.99791694,0.9986676,0.9981691,0.7701133,0.9950538,0.99351776,0.99141026,0.9990726,0.99740064,0.9914148,0.9931815,0.9867971,0.999523,0.99498266,0.996558,0.983459,0.99843746,0.9979325,0.9919358,0.9987513,0.9930361,0.9981086,0.99640626,0.9672904,0.9796096,0.96667534,0.9854705,0.9816191,0.9927833,0.9976494,0.996489,0.93131727,0.9482599,0.9260009,0.9073734,0.9588894,0.94776654,0.9705565,0.96741736,0.9617413,0.9737256,0.9616999,0.9483451,0.9495971,0.94434005,0.9656159,0.97558665,0.95360637,0.96612847,0.97792244,0.987534,0.986499,0.9893937,0.97997165,0.9776266,0.98782766,0.9949866,0.9748388,0.96057564,0.9945284,0.9958744,0.9950894,0.99508375,0.9879524,0.9877163,0.9804853,0.9911751,0.99662006,0.9970026,0.9967767,0.99722147,0.9974571,0.99220824,0.9955779,0.99019134,0.99161077,0.99671817,0.99544907,0.99480605,0.99648374,0.9917473,0.9976597,0.99217063,0.9953592,0.9923488,0.9777486,0.9949535,0.9959648,0.99498796,0.99291414,0.99772,0.99675566,0.9968775,0.9920026,0.9910738,0.99020314,0.997746,0.9883056,0.9569848,0.9434858,0.9528079,0.89619243,0.89215297,0.90928024,0.9044853,0.85643244,0.8517639,0.8630962,0.85557795,0.8840531,0.86826843,0.9512237,0.9057769,0.9520056,0.9235845,0.9406215,0.9310035,0.9903387,0.9784047,0.9860596,0.9921051,0.9649065,0.9826872,0.9773968,0.97824854,0.97724795,0.8057409,0.96425796,0.9595866,0.942822,0.9630892,0.94701284,0.9929192,0.9960113,0.9947922,0.99399596,0.9935524,0.99198407,0.9953498,0.9614316,0.9009004,0.9727252,0.93119735,0.92498946,0.98747736,0.9757495,0.9547887,0.8189595,0.9244703,0.9543729,0.99157983,0.8815825,0.9278138,0.9804699,0.83439887,0.83943355
Dm1,0.9543457,0.7510703,0.8261323,0.9791597,0,0.95409995,0.94277424,0.94142073,0.94693327,0.9842579,0.8651858,0.99027616,0.9884762,0.94164824,0.8747794,0.9817805,0.973734,0.75163156,0.91227627,0.8365663,0.84732866,0.82054114,0.7329247,0.92699385,0.961797,0.992929,0.9909934,0.7148623,0.8348114,0.95955855,0.9040091,0.81942236,0.99483025,0.9663669,0.97042227,0.9522014,0.9192778,0.9650193,0.9658345,0.9839881,0.98008275,0.9666844,0.9967129,0.9963127,0.99748504,0.99782085,0.9974284,0.9962711,0.9982967,0.9978582,0.99797326,0.99799174,0.9980367,0.9977418,0.99440444,0.99797386,0.99888116,0.93270504,0.9816943,0.90512186,0.9238695,0.98929495,0.9943539,0.9952901,0.9949809,0.99392205,0.98752564,0.99603534,0.99702066,0.9946182,0.98687685,0.9949621,0.9926816,0.9959661,0.9674221,0.98402554,0.970426,0.96955436,0.9964579,0.97983676,0.9744166,0.953554,0.91752875,0.99665135,0.9869688,0.9827035,0.895816,0.9947022,0.9917153,0.9892638,0.9966932,0.98658764,0.99636865,0.97718155,0.87782085,0.98465014,0.91844976,0.96938086,0.9852315,0.9945932,0.9886381,0.9892399,0.9013201,0.9043749,0.9029677,0.91291356,0.9774931,0.8395575,0.9155501,0.9494946,0.8891603,0.9355706,0.9617091,0.93901134,0.87320983,0.9602884,0.9711729,0.9543784,0.91215086,0.85324764,0.94002885,0.9075235,0.9253457,0.9729858,0.97970587,0.9739706,0.9833417,0.9871929,0.98195416,0.89752984,0.9942258,0.9884298,0.989157,0.98069686,0.9822143,0.98791105,0.9878473,0.98983276,0.99384815,0.99491906,0.99744207,0.99437267,0.99662405,0.99378675,0.9903107,0.99146104,0.99127805,0.9954179,0.9870052,0.9922959,0.99257654,0.9827584,0.99820405,0.98953676,0.99099517,0.9888868,0.9529063,0.99398994,0.9925128,0.99098635,0.99240416,0.99739325,0.9975048,0.99080986,0.9926686,0.9932017,0.98549426,0.9937343,0.877355,0.872445,0.9653856,0.9511586,0.98019403,0.98112166,0.9862249,0.98475283,0.9505632,0.94713736,0.9505842,0.9471941,0.99396783,0.993711,0.9898483,0.99585277,0.93514377,0.9208383,0.89993006,0.90840775,0.9886446,0.98259044,0.96188045,0.98872703,0.9580291,0.9845563,0.98506457,0.98322594,0.98628545,0.96884304,0.9620382,0.9528643,0.90118754,0.91271263,0.9478854,0.9906063,0.9865311,0.991669,0.98423797,0.9861069,0.9846444,0.9909757,0.89508206,0.9807269,0.9649855,0.97553706,0.97657335,0.97631764,0.9781004,0.9746736,0.96334803,0.96736896,0.99271125,0.9882046,0.97814184,0.9690977,0.97252125,0.9865083,0.98460865
Dm2,0.99085444,0.9229945,0.9239368,0.97627854,0.95409995,0,0.96981066,0.9687664,0.9649818,0.9046923,0.96479714,0.8865863,0.88331115,0.87407756,0.81985474,0.88412,0.94246906,0.95027566,0.9857346,0.95518196,0.9516634,0.97239226,0.93995357,0.98237383,0.9272826,0.9357088,0.9007592,0.9278936,0.9774687,0.96720564,0.96883535,0.9254746,0.98732686,0.9762071,0.9753031,0.97013384,0.97309935,0.9543364,0.98666674,0.9779274,0.97975206,0.9837305,0.99665785,0.996081,0.99742025,0.99742657,0.9966329,0.99545527,0.99762905,0.99734473,0.9977835,0.99693274,0.99819785,0.9981071,0.9974717,0.9975947,0.9979952,0.9962516,0.9269416,0.95372754,0.9658487,0.97908646,0.98607254,0.9764168,0.9639062,0.9819992,0.97665495,0.9888568,0.9803317,0.96314937,0.9756197,0.97939336,0.9781021,0.98055524,0.9883815,0.9882301,0.9876364,0.9850006,0.9798765,0.9919408,0.9802433,0.99021035,0.99438155,0.9854916,0.9850931,0.99149704,0.9922187,0.9844626,0.9794785,0.9881781,0.9889672,0.97553456,0.9864943,0.97364926,0.9199234,0.89832485,0.92863905,0.9736905,0.89318424,0.8189417,0.9311206,0.92935705,0.9290043,0.90112984,0.8480875,0.9321455,0.8844432,0.9569374,0.9608673,0.68185806,0.92676944,0.96365017,0.9776919,0.9612101,0.9791287,0.94514656,0.9759366,0.97683066,0.9622451,0.9686274,0.9782271,0.988955,0.9821767,0.95222193,0.9601339,0.762954,0.8038899,0.7824577,0.90992147,0.80399555,0.82536,0.81699336,0.8348197,0.91240484,0.8248364,0.9022007,0.8278522,0.93523866,0.87048155,0.7722789,0.86269355,0.96048343,0.9192054,0.89428866,0.9014195,0.90273917,0.9647725,0.91971004,0.84274775,0.8045167,0.87735486,0.9102435,0.9340426,0.88645506,0.89686155,0.9429539,0.93462354,0.8493023,0.8460567,0.8759649,0.9308428,0.76762164,0.83236396,0.9544378,0.8845838,0.8215627,0.90539557,0.9562683,0.9849179,0.9405036,0.9402189,0.95463437,0.9657674,0.9652491,0.9673669,0.9670012,0.98912615,0.98938453,0.9898915,0.9896415,0.99515754,0.99457866,0.99339163,0.9970543,0.97837347,0.97716963,0.9192834,0.96351445,0.91088194,0.8800092,0.88100004,0.899916,0.8944832,0.93954474,0.87285244,0.9405781,0.91700876,0.9719478,0.9613462,0.947093,0.9072844,0.86536705,0.89990723,0.89424866,0.94888866,0.9637972,0.93718547,0.9511543,0.9515043,0.9521354,0.9122467,0.96339935,0.96086556,0.95073116,0.95269877,0.9202906,0.96205515,0.98119855,0.96307987,0.96033853,0.9786769,0.9653527,0.9846808,0.93390155,0.97047395,0.99118775,0.99113744
Dm3p,0.9778082,0.9731161,0.9292132,0.9531344,0.94277424,0.96981066,0,0.48349518,0.55050474,0.9544419,0.95479846,0.9644735,0.97175604,0.9062857,0.95736367,0.9687382,0.91794753,0.95644176,0.95705795,0.94678444,0.87222826,0.9328431,0.9613545,0.96596956,0.8423761,0.98934555,0.987204,0.98759747,0.95974934,0.93309873,0.9592183,0.9266386,0.97761005,0.9633015,0.9583364,0.94126743,0.92656904,0.9162365,0.95136976,0.95926905,0.96084774,0.95986646,0.99453133,0.971316,0.99511087,0.99140346,0.9864099,0.9885347,0.9739965,0.99397767,0.99596024,0.9772344,0.9965938,0.9938316,0.995393,0.99265593,0.9930846,0.9890804,0.9766783,0.961394,0.94827366,0.93865925,0.9237924,0.9448798,0.9733264,0.9335966,0.9521591,0.95307344,0.94694644,0.9638727,0.92649066,0.9613806,0.9615929,0.91010755,0.9701407,0.98254347,0.9591988,0.93666446,0.96497536,0.97889775,0.9579958,0.9664287,0.9696476,0.92811036,0.9648369,0.96370393,0.96212333,0.9145647,0.9276112,0.9653484,0.9553115,0.95675236,0.9749394,0.9197142,0.89910847,0.92608464,0.91973966,0.9636138,0.95113283,0.97692305,0.9680498,0.96001005,0.9531596,0.867226,0.9085119,0.8568134,0.94653666,0.9241617,0.94587016,0.96780384,0.94054407,0.9808338,0.91294277,0.9085292,0.94272256,0.9029386,0.9112634,0.9507411,0.9145116,0.94606584,0.94321036,0.96946913,0.9364412,0.9539741,0.93879193,0.9454694,0.9589089,0.97769624,0.9483499,0.95548046,0.9821287,0.9795082,0.9701411,0.935542,0.97247654,0.9537733,0.96717834,0.97169435,0.9743504,0.97589713,0.989532,0.9949895,0.986921,0.98572856,0.98722744,0.98701626,0.96178514,0.989587,0.9554177,0.96382856,0.9800319,0.9387942,0.99626464,0.9842909,0.98310316,0.9300954,0.93521404,0.98499817,0.9716679,0.96297854,0.94218504,0.9888801,0.9919258,0.9862226,0.96591353,0.97334063,0.956268,0.98983765,0.9752889,0.94024646,0.871865,0.91017735,0.9615316,0.9655589,0.9694514,0.97312456,0.9137479,0.92340094,0.919904,0.9124993,0.9814033,0.9851964,0.97462916,0.99589413,0.91628814,0.9458934,0.9742941,0.9315387,0.9196415,0.93724394,0.88640594,0.9534941,0.93230236,0.89787185,0.95755845,0.93049103,0.9559899,0.86079127,0.889908,0.7993983,0.8914509,0.9130095,0.9358569,0.97264016,0.94044334,0.95039994,0.95106393,0.9477758,0.93109983,0.9133364,0.9175463,0.86745536,0.9201639,0.794136,0.79099905,0.8009736,0.91814107,0.98070776,0.961112,0.9190172,0.953718,0.937963,0.95530254,0.8729292,0.9435874,0.97106284,0.97400516
Dm3q,0.98129165,0.9731067,0.9314109,0.9513459,0.94142073,0.9687664,0.48349518,0,0.56669146,0.95006716,0.9541955,0.9642188,0.9723275,0.8954585,0.9597224,0.967226,0.9177116,0.95271397,0.9584275,0.9480136,0.87655073,0.9321376,0.96447724,0.96549255,0.84138423,0.9878817,0.9858488,0.98687375,0.9577161,0.926922,0.9620102,0.9259769,0.9797803,0.9618412,0.95820385,0.94588727,0.92996514,0.9160996,0.9557861,0.95949596,0.96023434,0.95896786,0.9939611,0.9740913,0.99537027,0.9911498,0.98578113,0.98797107,0.9588459,0.99349976,0.9960094,0.97918963,0.9966843,0.9938661,0.9948797,0.992732,0.993268,0.9873336,0.97888315,0.96119076,0.9491783,0.94114256,0.92708814,0.9522802,0.974259,0.9400227,0.9541307,0.9564611,0.9499868,0.9637899,0.93202746,0.96194303,0.9653027,0.9178549,0.97075146,0.9830729,0.9627422,0.9424354,0.9598406,0.9832258,0.95811766,0.9718503,0.9657471,0.94102293,0.9653667,0.97023314,0.9590589,0.91617936,0.9287483,0.9673101,0.9570924,0.9572875,0.9738994,0.92264706,0.8903934,0.92702293,0.9223443,0.9656027,0.9510293,0.9782019,0.9704949,0.96315986,0.9511598,0.8704963,0.9014358,0.8587354,0.9498852,0.92681444,0.9465654,0.9667324,0.943392,0.9808378,0.9110049,0.90788215,0.9385087,0.90986514,0.9120419,0.95073146,0.9106508,0.9414354,0.94201016,0.9662132,0.93289614,0.9551935,0.9385238,0.94446546,0.9582966,0.9776077,0.94694316,0.95407426,0.9837864,0.9783924,0.9696314,0.93907964,0.97057307,0.9553395,0.96728426,0.9720689,0.9763899,0.9769874,0.9884669,0.99514383,0.9849592,0.9841964,0.9853575,0.98532754,0.95662695,0.9894213,0.9532248,0.96232456,0.9784057,0.93997437,0.9958167,0.98508894,0.9823618,0.9251402,0.9323183,0.9842829,0.96912044,0.95868933,0.9452978,0.98906267,0.9915084,0.98380023,0.96738154,0.9748956,0.95653105,0.98906857,0.9726165,0.9344613,0.8691795,0.9148448,0.9639531,0.9680481,0.9696163,0.9723585,0.9086113,0.9187885,0.9154201,0.9077715,0.9809822,0.9846249,0.9737277,0.9960397,0.91822153,0.94815373,0.97178113,0.92980605,0.9182388,0.93376446,0.8848913,0.9528286,0.9286991,0.8965862,0.9570185,0.92888683,0.957625,0.85782826,0.8940594,0.7940116,0.8947317,0.91168964,0.9356615,0.9719848,0.94612366,0.9480699,0.9534638,0.9489385,0.9300642,0.9123523,0.91635233,0.86550295,0.9186849,0.78644055,0.8239461,0.8003428,0.9196688,0.9807045,0.96228737,0.9212136,0.95467895,0.94155735,0.95676565,0.8725576,0.94469863,0.9742799,0.9738325
Dm3v,0.9705673,0.96969974,0.9120632,0.943092,0.94693327,0.9649818,0.55050474,0.56669146,0,0.95686275,0.948522,0.9670483,0.96694535,0.9183049,0.9592887,0.96808815,0.9211152,0.9533284,0.9482183,0.9378267,0.85417557,0.93335605,0.9547429,0.9569327,0.85931814,0.98957705,0.98899794,0.986792,0.95731205,0.93144953,0.9473103,0.93541515,0.9668954,0.95866346,0.94472617,0.93464476,0.91804725,0.90136075,0.94856656,0.94702387,0.95766246,0.95400715,0.9915069,0.9695184,0.98774004,0.9819525,0.9849805,0.9825723,0.964358,0.9885625,0.99286795,0.974663,0.995539,0.988178,0.9890597,0.9691506,0.985735,0.9979028,0.98119056,0.96090674,0.9462872,0.9371971,0.91764814,0.9480695,0.9763206,0.9283148,0.9370859,0.952395,0.949164,0.9647397,0.925178,0.96307814,0.9594208,0.92766225,0.9637184,0.97995234,0.9597403,0.93217933,0.9642387,0.9792093,0.9460886,0.96878684,0.9632076,0.9417402,0.9552894,0.9564388,0.9562176,0.91110665,0.9242381,0.96426535,0.9574784,0.95391405,0.9740212,0.9280887,0.8984307,0.9255738,0.9311009,0.96000373,0.9460441,0.9770942,0.9735656,0.9648043,0.9528395,0.8618195,0.88885665,0.87857634,0.9329567,0.91173303,0.93169874,0.95538497,0.9313141,0.97275215,0.90074444,0.8893987,0.9378615,0.8918028,0.8905647,0.94073224,0.90150744,0.93770295,0.94715506,0.9618931,0.94120216,0.96334183,0.9438971,0.9380203,0.95403475,0.9775185,0.94355184,0.94148093,0.98013103,0.98028904,0.9681251,0.93433374,0.9689163,0.9510638,0.9623142,0.9690294,0.9757352,0.97727025,0.9903366,0.9960683,0.9898655,0.9868773,0.9868089,0.9860895,0.9588012,0.9900011,0.95581496,0.9660216,0.9789825,0.94072706,0.9962992,0.98513126,0.98188096,0.9289367,0.9353639,0.98493683,0.9722026,0.9605607,0.943307,0.9889369,0.9927826,0.9871299,0.9665889,0.97048324,0.9589344,0.9892343,0.98526806,0.94195515,0.8589283,0.90044856,0.95691067,0.9607739,0.95531243,0.9599508,0.9122554,0.9209353,0.9115708,0.90579605,0.9721153,0.97638613,0.9710984,0.99319506,0.92718315,0.9357215,0.9637566,0.93495125,0.9222774,0.93072313,0.9067158,0.9536083,0.9211342,0.89660764,0.95288545,0.924606,0.94968164,0.89174163,0.8859229,0.83456266,0.87931347,0.90246165,0.9252551,0.9672475,0.93992907,0.9486251,0.9477125,0.94752276,0.92293316,0.91101956,0.9192605,0.8585274,0.9189376,0.7603964,0.7985521,0.83406353,0.92617303,0.97666967,0.9554184,0.91383255,0.9542722,0.9353882,0.9524883,0.8641771,0.9280574,0.97618634,0.96921754
